"Map1","Map2","Choice","MapVote","Date","FullPartial","Result","Eliminations","Deaths","Score","Damage","TotalXP","PrimaryWeapon","XPType","DidPlayerVote","GameType","Confirms","Denies","Objectives","ObjectiveKills","Captures","Diffuses","Plants","Time_Sec","Time_Min"
NA,NA,"Checkmate",NA,2021-05-06,"Full","100-87",22,17,3120,2947,20064,"FFAR 1","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Apocalypse",NA,2021-05-06,"Partial","100-85",11,16,1315,1626,10006,"FFAR 1","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Satellite","Crossroads Strike","2 to 1",2021-05-06,"Full","100-81",23,14,3670,3492,7092,"FFAR 1","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Express","Express","4 to 0",2021-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Miami","Armada Strike","1 to 1",2021-05-07,"Full","93-89",20,12,2900,2666,21629,"FFAR 1","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Cartel","Moscow","3 to 1",2021-05-07,"Full","90-88",24,20,2195,2858,24941,"FFAR 1","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Raid","Express","2 to 1",2021-05-07,"Full","100-80",27,14,5025,3931,21052,"FFAR 1","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Diesel","Yamantau","3 to 1",2021-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Miami","Checkmate","2 to 1",2021-05-07,"Full","89-84",17,16,1965,2822,20838,"FFAR 1","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Apocalypse","Miami Strike","2 to 0",2021-05-07,"Full","95-100",13,24,800,1870,15243,"FFAR 1","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Yamantau","Yamantau","3 to 1",2021-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Express",NA,2021-05-08,"Partial","100-64",13,6,1610,1602,6344,"FFAR 1","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Crossroads Strike","Crossroads Strike","4 to 0",2021-05-08,"Full","100-75",18,14,1725,2457,9559,"FFAR 1","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Yamantau","Yamantau","4 to 2",2021-05-08,"Full","65-100",16,18,1850,2478,10348,"FFAR 1","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Moscow","Satellite","3 to 2",2021-05-08,"Full","64-95",24,18,2550,3405,9156,"FFAR 1","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","The Pines","Cartel","3 to 3",2021-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Armada Strike",NA,2021-05-09,"Partial","81-94",14,9,1985,1997,15267,"Pellington","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Diesel","Diesel","2 to 0",2021-05-09,"Full","96-100",7,16,550,1119,5776,"Pellington","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Moscow","Moscow","1 to 0",2021-05-09,"Full","68-95",8,21,1445,1978,10787,"Pellington","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Crossroads Strike","Cartel","1 to 0",2021-05-09,"Full","83-71",9,12,1180,1391,8882,"Pellington","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diesel","Raid","Diesel","4 to 2",2021-05-14,"Full","100-88",27,11,4340,3911,12790,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Nuketown '84","Nuketown '84","3 to 0",2021-05-14,"Full","100-72",23,12,2285,2836,10476,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Miami","Garrison","1 to 0",2021-05-14,"Full","94-77",26,12,5055,3655,14839,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Checkmate","Yamantau","3 to 2",2021-05-14,"Full","97-100",17,16,2715,2355,8734,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Miami Strike","Miami Strike","2 to 0",2021-05-14,"Full","98-100",15,20,955,2174,6787,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Express",NA,2021-05-15,"Partial","98-90",19,17,1790,2088,14657,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Checkmate","Checkmate","3 to 2",2021-05-15,"Full","83-99",25,19,3345,3721,12829,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","The Pines","The Pines","1 to 0",2021-05-15,"Full","69-71",13,16,1690,1977,8215,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Miami Strike","Miami Strike","2 to 1",2021-05-15,"Full","95-77",20,13,3585,2238,9044,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Cartel","Crossroads Strike","5 to 0",2021-05-15,"Full","100-82",26,26,4060,5503,12802,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Checkmate","Raid","5 to 0",2021-05-15,"Full","100-66",29,11,5585,3259,17806,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Yamantau","Satellite","1 to 1",2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Yamantau",NA,2021-05-15,"Partial","94-100",12,10,2605,1590,5852,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Cartel","The Pines","2 to 2",2021-05-15,"Full","100-55",9,12,600,1339,7474,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Miami Strike","Miami Strike","3 to 1",2021-05-15,NA,NA,NA,NA,NA,NA,NA,"PPSh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Express","Express","3 to 1",2021-05-16,"Full","94-87",35,9,8325,4869,15240,"PPsh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Diesel","Diesel","3 to 1",2021-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Miami Strike","Satellite","2 to 2",2021-05-16,"Full","200-177",13,20,1830,1768,14249,"PPsh-41","10% Boost","No","Domination",NA,NA,11,5,6,NA,NA,NA,NA
"Moscow","Miami","Miami","4 to 1",2021-05-16,"Full","200-141",17,15,3275,2817,12208,"PPsh-41","10% Boost","No","Domination",NA,NA,19,13,6,NA,NA,NA,NA
"Armada Strike","Yamantau","Armada Strike","1 to 0",2021-05-16,"Full","200-79",16,13,2085,2455,13903,"PPsh-41","10% Boost","No","Domination",NA,NA,9,4,5,NA,NA,NA,NA
"Garrison","Raid","Raid","3 to 0",2021-05-16,"Full","200-126",22,19,2985,3501,12009,"PPsh-41","10% Boost","No","Domination",NA,NA,12,7,5,NA,NA,NA,NA
"Crossroads Strike","Moscow","Crossroads Strike","1 to 1",2021-05-16,"Full","195-200",33,27,4565,5122,15129,"PPsh-41","10% Boost","No","Domination",NA,NA,35,25,16,NA,NA,NA,NA
"Cartel","Diesel","Diesel","3 to 1",2021-05-16,"Full","143-200",16,22,2015,3044,13522,"PPsh-41","10% Boost","No","Domination",NA,NA,10,5,5,NA,NA,NA,NA
NA,NA,"Apocalypse",NA,2021-05-17,"Partial","92-93",12,9,2700,2372,4949,"PPsh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Moscow","Armada Strike","2 to 1",2021-05-17,"Full","80-100",17,10,2555,3030,7921,"PPsh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","The Pines","Satellite","2 to 2",2021-05-17,"Full","97-83",18,12,3620,2631,8602,"PPsh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Checkmate","Checkmate","2 to 1",2021-05-17,"Full","80-100",17,15,2545,2834,11689,"PPsh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Garrison","Miami","3 to 2",2021-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Cartel",NA,2021-05-18,"Full","80-65",19,14,3555,2549,9992,"PPsh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Garrison","Yamantau","3 to 0",2021-05-18,"Full","100-79",21,10,3210,3415,11065,"PPsh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Armada Strike","Raid","4 to 0",2021-05-18,"Full","100-97",20,22,2335,2741,15179,"PPsh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Miami",NA,2021-05-18,"Full","68-43",9,11,600,1159,8687,"Pellington","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diesel","Crossroads Strike","Crossroads Strike","2 to 0",2021-05-18,"Full","100-57",20,14,2215,2497,15686,"PPsh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Moscow","Moscow","2 to 1",2021-05-18,"Full","91-89",21,22,2700,2762,10959,"PPsh-41","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Miami Strike","Apocalypse","3 to 0",2021-05-18,"Full",NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Yamantau","Checkmate","4 to 0",2021-05-21,"Full","72-100",20,15,3255,3131,17457,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Standoff","Apocalypse","4 to 3",2021-05-21,"Full","100-96",30,16,5420,4489,26440,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Armada Strike","Garrison","3 to 1",2021-05-21,"Full","73-94",19,18,2880,2911,17439,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Diesel","Diesel","4 to 0",2021-05-21,"Full","84-100",24,18,4070,3918,20028,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Express","Raid","2 to 2",2021-05-21,"Full","95-90",36,18,7145,8245,35614,"PPsh-41","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Yamantau","Yamantau","1 to 0",2021-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Nuketown '84",NA,2021-05-21,"Full","90-63",22,13,3790,3373,20532,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Crossroads Strike","Crossroads Strike","4 to 3",2021-05-21,"Full","100-65",23,13,3680,3282,15901,"PPsh-41","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Express","Express","2 to 1",2021-05-21,"Full","92-99",18,20,2718,3555,16057,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Standoff","Standoff","2 to 0",2021-05-21,"Full","86-100",19,18,2845,2956,18153,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Checkmate","Checkmate","4 to 1",2021-05-21,"Full","100-88",11,17,1780,1769,17650,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Apocalypse","Garrison","3 to 1",2021-05-21,"Full","93-87",24,18,3180,3757,22912,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Miami Strike","Miami Strike","2 to 1",2021-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Cartel",NA,2021-05-21,"Full","99-68",26,10,5200,3629,27408,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Miami Strike","Armada Strike","3 to 0",2021-05-21,"Full","100-75",27,19,3845,3642,22530,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Standoff","Garrison","Garrison","5 to 1",2021-05-21,"Full","97-100",19,12,2345,3403,24887,"PPsh-41","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Yamantau","Miami Strike","2 to 1",2021-05-21,"Full","89-100",21,22,3020,3285,17218,"PPsh-41","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Express","The Pines","2 to 1",2021-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Miami","Express","3 to 2",2021-05-21,"Full","99-100",22,15,2695,2779,23795,"FFAR 1","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Satellite","Checkmate","4 to 0",2021-05-21,"Full","83-100",20,15,4385,2988,19872,"FFAR 1","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Armada Strike","The Pines","0 to 0",2021-05-21,"Full",NA,NA,NA,NA,NA,NA,"FFAR 1","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Garrison","Checkmate","1 to 1",2021-05-21,"Full","95-99",20,18,2710,2955,21362,"Hauer 77","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Miami Strike","Raid","2 to 1",2021-05-21,"Full","100-80",21,19,2550,2757,18171,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Moscow","Moscow","3 to 0",2021-05-21,"Full","100-83",18,15,2825,3108,23192,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Miami","The Pines","3 to 0",2021-05-21,"Full","100-84",21,18,2690,3262,23621,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Diesel","Diesel","3 to 1",2021-05-21,"Full","87-100",16,23,1405,2677,17202,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Garrison","Nuketown '84","1 to 0",2021-05-21,"Full","100-99",18,18,1810,2646,13342,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Diesel","Diesel","4 to 2",2021-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Crossroads Strike","Crossroads Strike","3 to 2",2021-05-22,"Full","72-100",12,17,1530,1814,14057,"Hauer 77","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Expreess","Apocalypse","0 to 0",2021-05-22,"Full","75-100",26,19,4225,3682,24941,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Armada Strike","Armada Strike","2 to 1",2021-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Yamantau",NA,2021-05-22,"Partial","98-91",9,9,1925,1545,13388,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Cartel","Cartel","4 to 0",2021-05-22,"Full","75-78",13,15,1770,2176,15471,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Moscow","Miami Strike","3 to 1",2021-05-22,"Full","85-100",22,17,3630,3064,18853,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diesel","Miami","Diesel","2 to 1",2021-05-22,"Full","100-89",27,16,5810,4160,25403,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Raid","Raid","4 to 0",2021-05-22,"Full","100-82",23,13,3955,3623,18435,"Hauer 77","Double XP +10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Moscow","Moscow","2 to 1",2021-05-22,"Full","100-98",19,19,2465,3194,19139,"Hauer 77","Double XP + 10%","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Miami","Nuketown '84","4 to 0",2021-05-22,"Full","98-100",14,14,2555,1717,12784,"Hauer 77","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Garrison","Garrison","3 to 1",2021-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","The Pines","Cartel","1 to 1",2021-05-26,"Full","84-60",19,14,3525,3267,13615,"LC-10","10% Boost","Yes","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Express","Crossroads Strike","3 to 2",2021-05-26,"Full","75-100",34,14,10745,5002,11828,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Standoff","Satellite","Standoff","2 to 1",2021-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Nuketown '84",NA,2021-05-26,"Partial","100-90",23,15,2180,2986,10363,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Miami","Cartel","2 to 1",2021-05-26,"Full","100-67",20,11,3395,2586,9472,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Satellite","Satellite","2 to 1",2021-05-26,"Full","100-87",23,13,3580,3317,11384,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Yamantau",NA,2021-05-26,"Full","73-100",17,20,1770,1947,13200,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Armada Strike","Miami Strike","2 to 1",2021-05-26,"Full","100-91",20,18,3135,3176,16162,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Apocalypse","Raid","3 to 0",2021-05-26,"Full","100-98",16,19,3140,2422,9665,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Pines","Checkmate","The Pines","2 to 1",2021-05-26,"Full","100-76",16,14,2315,2412,9659,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Miami","Express","4 to 2",2021-05-26,"Full","100-76",17,10,4080,2604,8937,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Moscow","Crossroads Strike","5 to 0",2021-05-26,"Full","75-100",13,17,1525,1816,4524,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Garrison","Raid","6 to 0",2021-05-26,"Full","84-100",17,18,2420,2932,10970,"Stoner 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Diesel","Diesel","4 to 0",2021-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cartel","Miami","Cartel","2 to 0",2021-05-26,"Full","86-97",13,17,2235,2327,8432,"Stoner 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","Express","Express","3 to 2",2021-05-26,"Full","100-70",19,13,3250,2740,11805,"Stoner 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Standoff","Armada Strike","Standoff","3 to 0",2021-05-26,"Full","88-100",13,14,1855,1905,11271,"Stoner 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Moscow","Apocalypse","2 to 1",2021-05-26,"Full","100-98",14,11,1915,1792,11310,"Stoner 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diesel","Raid","Diesel","3 to 0",2021-05-26,"Full","100-72",23,15,4215,3265,10509,"Stoner 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Miami Strike","Checkmate","1 to 1",2021-05-26,"Full","99-76",16,15,2975,2067,18855,"Stoner 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Satellite","Yamantau","2 to 1",2021-05-26,"Full",NA,NA,NA,NA,NA,NA,NA,"10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Yamantau",NA,2021-05-27,"Partial","75-100",2,6,650,300,2873,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Express","Express","2 to 1",2021-05-27,"Full","100-90",17,15,2615,2700,9005,"LC-10","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","The Pines","The Pines","2 to 1",2021-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moscow","Cartel","Moscow","2 to 0",2021-05-27,"Full","100-78",17,14,2360,2713,11524,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Crossroads Strike",NA,2021-05-27,"Full","85-100",22,16,3835,3155,9376,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raid","Armada Strike","Raid","7 to 1",2021-05-27,"Full","100-73",24,7,8050,3070,12712,"Type 63","10% Boost","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Yamantau","Checkmate","2 to 1",2021-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Standoff","Miami Strike","Standoff","2 to 0",2021-05-28,"Full","95-100",19,14,3090,2471,19512,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Crossroads Strike","Garrison","2 to 2",2021-05-28,"Full","94-85",19,14,4715,3788,28352,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nuketown '84","Armada Strike","Nuketown '84","2 to 0",2021-05-28,"Full","100-78",24,13,6520,3469,19769,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","Raid","Raid","3 to 0",2021-05-28,"Full","100-82",25,16,5060,3534,21756,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crossroads Strike","Miami","Crossroads Strike","3 to 0",2021-05-28,"Full","100-90",15,18,2255,2028,12652,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apocalypse","Moscow","Apocalypse","2 to 2",2021-05-28,"Full","100-75",20,13,3620,3307,18642,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Express","Satellite","2 to 0",2021-05-28,"Full","93-72",21,15,3950,3559,18849,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yamantau","Miami","Miami","3 to 0",2021-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"The Pines",NA,2021-05-28,"Partial","84-99",3,10,280,680,11002,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Checkmate","Yamantau","Checkmate","2 to 2",2021-05-28,"Full","100-82",12,18,1970,2182,15642,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Miami Strike",NA,2021-05-28,"Full","100-84",17,14,1990,2626,13963,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Checkmate",NA,2021-05-28,"Full","98-80",16,15,2660,2943,21960,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Armada Strike","The Pines","The Pines","2 to 0",2021-05-28,"Full",NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrison","Cartel","Garrison","1 to 1",2021-05-28,"Full","90-81",26,13,5620,3735,23825,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Express","Miami","Miami","1 to 0",2021-05-28,"Full",NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami Strike","Yamantau","Miami Strike","3 to 1",2021-05-28,"Full","85-100",12,19,1420,1702,10109,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Satellite","Moscow","Moscow","2 to 1",2021-05-28,"Full","95-93",22,12,3740,3188,23190,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Standoff","Satellite","Standoff","2 to 1",2021-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Diesel",NA,2021-05-28,"Partial","60-100",12,8,3635,1701,14247,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Checkmate",NA,2021-05-28,"Partial","99-93",9,12,1830,1300,11181,"Type 63","Double XP + 10%","No","TDM",NA,NA,NA,NA,NA,NA,NA,NA,NA
